id,Fleet,Fleet_name,Used,Kind,Sex,Bin,Obs,Exp,Dev,effN,Nsamp_in,Nsamp_adj
17-CAAL-noAU-ASPM,2,F02_LL.JP.2,yes,SIZE,1,5,0.033746794,0.026484046,0.00726274800000002,7506.5742,724.037607,724.037607
17-CAAL-noAU-ASPM,2,F02_LL.JP.2,yes,SIZE,1,7,0.031576852,0.026484047,0.00509280500000001,7506.5742,724.037607,724.037607
17-CAAL-noAU-ASPM,2,F02_LL.JP.2,yes,SIZE,1,9,0.062268652,0.026484042,0.03578461,7506.5742,724.037607,724.037607
17-CAAL-noAU-ASPM,2,F02_LL.JP.2,yes,SIZE,1,11,0.066794928,0.026484049,0.040310879,7506.5742,724.037607,724.037607
17-CAAL-noAU-ASPM,2,F02_LL.JP.2,yes,SIZE,1,13,0.089488226,0.02648405,0.063004176,7506.5742,724.037607,724.037607
17-CAAL-noAU-ASPM,2,F02_LL.JP.2,yes,SIZE,1,15,0.095012218,0.026484058,0.06852816,7506.5742,724.037607,724.037607
17-CAAL-noAU-ASPM,2,F02_LL.JP.2,yes,SIZE,1,17,0.074003036,0.026484146,0.04751889,7506.5742,724.037607,724.037607
17-CAAL-noAU-ASPM,2,F02_LL.JP.2,yes,SIZE,1,19,0.069439892,0.02648459,0.042955302,7506.5742,724.037607,724.037607
17-CAAL-noAU-ASPM,2,F02_LL.JP.2,yes,SIZE,1,21,0.085283922,0.026486441,0.058797481,7506.5742,724.037607,724.037607
17-CAAL-noAU-ASPM,2,F02_LL.JP.2,yes,SIZE,1,23,0.081362838,0.026492823,0.054870015,7506.5742,724.037607,724.037607
17-CAAL-noAU-ASPM,2,F02_LL.JP.2,yes,SIZE,1,25,0.088992502,0.026512817,0.062479685,7506.5742,724.037607,724.037607
17-CAAL-noAU-ASPM,2,F02_LL.JP.2,yes,SIZE,1,27,0.07291599,0.026570088,0.046345902,7506.5742,724.037607,724.037607
17-CAAL-noAU-ASPM,2,F02_LL.JP.2,yes,SIZE,1,29,0.080213246,0.02671842,0.053494826,7506.5742,724.037607,724.037607
17-CAAL-noAU-ASPM,2,F02_LL.JP.2,yes,SIZE,1,31,0.057779754,0.027079543,0.030700211,7506.5742,724.037607,724.037607
17-CAAL-noAU-ASPM,2,F02_LL.JP.2,yes,SIZE,1,33,0.0669488,0.027901545,0.039047255,7506.5742,724.037607,724.037607
17-CAAL-noAU-ASPM,2,F02_LL.JP.2,yes,SIZE,1,35,0.07491113,0.029589996,0.045321134,7506.5742,724.037607,724.037607
17-CAAL-noAU-ASPM,2,F02_LL.JP.2,yes,SIZE,1,37,0.082247984,0.03272338,0.049524604,7506.5742,724.037607,724.037607
17-CAAL-noAU-ASPM,2,F02_LL.JP.2,yes,SIZE,1,39,0.110783174,0.0384346,0.072348574,7506.5742,724.037607,724.037607
17-CAAL-noAU-ASPM,2,F02_LL.JP.2,yes,SIZE,1,41,0.09161582,0.04786956,0.04374626,7506.5742,724.037607,724.037607
17-CAAL-noAU-ASPM,2,F02_LL.JP.2,yes,SIZE,1,43,0.084594746,0.06219614,0.022398606,7506.5742,724.037607,724.037607
17-CAAL-noAU-ASPM,2,F02_LL.JP.2,yes,SIZE,1,45,0.097434518,0.08292774,0.014506778,7506.5742,724.037607,724.037607
17-CAAL-noAU-ASPM,2,F02_LL.JP.2,yes,SIZE,1,47,0.158213536,0.11131024,0.046903296,7506.5742,724.037607,724.037607
17-CAAL-noAU-ASPM,2,F02_LL.JP.2,yes,SIZE,1,49,0.212316966,0.14824416,0.064072806,7506.5742,724.037607,724.037607
17-CAAL-noAU-ASPM,2,F02_LL.JP.2,yes,SIZE,1,51,0.388494518,0.19717412,0.191320398,7506.5742,724.037607,724.037607
17-CAAL-noAU-ASPM,2,F02_LL.JP.2,yes,SIZE,1,53,0.358901292,0.25520656,0.103694732,7506.5742,724.037607,724.037607
17-CAAL-noAU-ASPM,2,F02_LL.JP.2,yes,SIZE,1,55,0.460364814,0.32199063,0.138374184,7506.5742,724.037607,724.037607
17-CAAL-noAU-ASPM,2,F02_LL.JP.2,yes,SIZE,1,57,0.517214642,0.3966404,0.120574242,7506.5742,724.037607,724.037607
17-CAAL-noAU-ASPM,2,F02_LL.JP.2,yes,SIZE,1,59,0.779499442,0.4902567,0.289242742,7506.5742,724.037607,724.037607
17-CAAL-noAU-ASPM,2,F02_LL.JP.2,yes,SIZE,1,61,0.679769744,0.5792152,0.100554544,7506.5742,724.037607,724.037607
17-CAAL-noAU-ASPM,2,F02_LL.JP.2,yes,SIZE,1,63,0.721968744,0.6782009,0.0437678439999999,7506.5742,724.037607,724.037607
17-CAAL-noAU-ASPM,2,F02_LL.JP.2,yes,SIZE,1,65,0.865870774,0.7790717,0.0867990740000002,7506.5742,724.037607,724.037607
17-CAAL-noAU-ASPM,2,F02_LL.JP.2,yes,SIZE,1,67,1.085592442,0.8740612,0.211531242,7506.5742,724.037607,724.037607
17-CAAL-noAU-ASPM,2,F02_LL.JP.2,yes,SIZE,1,69,1.09204359,0.9671669,0.12487669,7506.5742,724.037607,724.037607
17-CAAL-noAU-ASPM,2,F02_LL.JP.2,yes,SIZE,1,71,1.114981742,1.0473859,0.0675958419999998,7506.5742,724.037607,724.037607
17-CAAL-noAU-ASPM,2,F02_LL.JP.2,yes,SIZE,1,73,1.2647316,1.1125583,0.1521733,7506.5742,724.037607,724.037607
17-CAAL-noAU-ASPM,2,F02_LL.JP.2,yes,SIZE,1,75,1.111381,1.1663832,-0.0550022000000001,7506.5742,724.037607,724.037607
