"Num" "Label" "Value" "Active_Cnt" "Phase" "Min" "Max" "Init" "Used" "Status" "Parm_StDev" "Gradient" "Pr_type" "Prior" "Pr_SD" "Pr_Like" "Value_again" "Value-1.96*SD" "Value+1.96*SD" "V_1%" "V_10%" "V_20%" "V_30%" "V_40%" "V_50%" "V_60%" "V_70%" "V_80%" "V_90%" "V_99%" "P_val" "P_lowCI" "P_hiCI" "P_1%" "P_10%" "P_20%" "P_30%" "P_40%" "P_50%" "P_60%" "P_70%" "P_80%" "P_90%" "P_99%"
"SR_BH_steep" 15 "SR_BH_steep" 0.8 NA -2 0.2 0.99 0.8 0.8 NA NA NA "Normal" 0.8 1000 0 0.8 0.8 0.8 0.2079 0.279 0.358 0.437 0.516 0.595 0.674 0.753 0.832 0.911 0.9821 0 0 0 1.75291e-07 1.3572e-07 9.7682e-08 6.58845e-08 4.0328e-08 2.10125e-08 7.938e-09 1.1045e-09 5.12e-10 6.1605e-09 1.65802e-08
"SR_sigmaR" 16 "SR_sigmaR" 0.2 NA -4 0.05 1.9 0.2 0.2 NA NA NA "Normal" 0.2 1000 0 0.2 0.2 0.2 0.0685 0.235 0.42 0.605 0.79 0.975 1.16 1.345 1.53 1.715 1.8815 0 0 0 8.64613e-09 6.125e-10 2.42e-08 8.20125e-08 1.7405e-07 3.00312e-07 4.608e-07 6.55512e-07 8.8445e-07 1.14761e-06 1.41372e-06
"SR_regime" 17 "SR_regime" 0 NA -1 -4 4 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SR_autocorr" 18 "SR_autocorr" 0 NA -1 0 0 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_10" 19 "Early_InitAge_10" -0.0110142 2 2 -5 5 0 0 "act" 0.198857 5.78431e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_9" 20 "Early_InitAge_9" -0.00738444 3 2 -5 5 0 0 "act" 0.199243 -2.94772e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_8" 21 "Early_InitAge_8" -0.0122045 4 2 -5 5 0 0 "act" 0.198729 -7.68994e-08 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_7" 22 "Early_InitAge_7" -0.0199657 5 2 -5 5 0 0 "act" 0.197871 1.00226e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_6" 23 "Early_InitAge_6" -0.0319887 6 2 -5 5 0 0 "act" 0.196467 6.25038e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_5" 24 "Early_InitAge_5" -0.0489736 7 2 -5 5 0 0 "act" 0.19433 -2.07923e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_4" 25 "Early_InitAge_4" -0.0672973 8 2 -5 5 0 0 "act" 0.191641 6.63774e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_3" 26 "Early_InitAge_3" -0.0675435 9 2 -5 5 0 0 "act" 0.189216 -4.18417e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_2" 27 "Early_InitAge_2" -0.00361599 10 2 -5 5 0 0 "act" 0.180859 -2.40787e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_1" 28 "Early_InitAge_1" 0.00809122 11 2 -5 5 0 0 "act" 0.166907 -2.27419e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1979" 29 "Main_RecrDev_1979" 0.142555 12 1 -5 5 0 0 "act" 0.159223 -4.14991e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1980" 30 "Main_RecrDev_1980" 0.208671 13 1 -5 5 0 0 "act" 0.150873 4.48505e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1981" 31 "Main_RecrDev_1981" 0.0346402 14 1 -5 5 0 0 "act" 0.148729 -1.47536e-08 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1982" 32 "Main_RecrDev_1982" -0.138016 15 1 -5 5 0 0 "act" 0.162358 -5.91445e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1983" 33 "Main_RecrDev_1983" 0.0754831 16 1 -5 5 0 0 "act" 0.157503 -9.72466e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1984" 34 "Main_RecrDev_1984" -0.223714 17 1 -5 5 0 0 "act" 0.160632 -3.21446e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1985" 35 "Main_RecrDev_1985" -0.0852127 18 1 -5 5 0 0 "act" 0.153042 8.30945e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1986" 36 "Main_RecrDev_1986" -0.344366 19 1 -5 5 0 0 "act" 0.153666 -3.78732e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1987" 37 "Main_RecrDev_1987" 0.166644 20 1 -5 5 0 0 "act" 0.167021 -4.52813e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1988" 38 "Main_RecrDev_1988" 0.306101 21 1 -5 5 0 0 "act" 0.17052 4.6017e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1989" 39 "Main_RecrDev_1989" -0.000871289 22 1 -5 5 0 0 "act" 0.170574 1.49372e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1990" 40 "Main_RecrDev_1990" -0.0466158 23 1 -5 5 0 0 "act" 0.171706 4.45247e-08 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1991" 41 "Main_RecrDev_1991" -0.0370533 24 1 -5 5 0 0 "act" 0.175346 -1.41954e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1992" 42 "Main_RecrDev_1992" 0.131063 25 1 -5 5 0 0 "act" 0.176576 -5.02135e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1993" 43 "Main_RecrDev_1993" 0.0904872 26 1 -5 5 0 0 "act" 0.178692 8.76224e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1994" 44 "Main_RecrDev_1994" 0.0750674 27 1 -5 5 0 0 "act" 0.17282 1.52593e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1995" 45 "Main_RecrDev_1995" -0.0936673 28 1 -5 5 0 0 "act" 0.171203 9.42016e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1996" 46 "Main_RecrDev_1996" 0.318895 29 1 -5 5 0 0 "act" 0.148964 -3.93249e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1997" 47 "Main_RecrDev_1997" 0.664777 30 1 -5 5 0 0 "act" 0.118853 -6.60146e-08 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1998" 48 "Main_RecrDev_1998" 0.289622 31 1 -5 5 0 0 "act" 0.117276 2.45507e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1999" 49 "Main_RecrDev_1999" 0.316916 32 1 -5 5 0 0 "act" 0.111401 -4.62366e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2000" 50 "Main_RecrDev_2000" -0.193262 33 1 -5 5 0 0 "act" 0.117832 -3.52027e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2001" 51 "Main_RecrDev_2001" -0.17236 34 1 -5 5 0 0 "act" 0.119281 2.57048e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2002" 52 "Main_RecrDev_2002" 0.0374741 35 1 -5 5 0 0 "act" 0.120987 7.70602e-08 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2003" 53 "Main_RecrDev_2003" 0.0925671 36 1 -5 5 0 0 "act" 0.150942 -3.63973e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2004" 54 "Main_RecrDev_2004" 0.232242 37 1 -5 5 0 0 "act" 0.148659 -1.13508e-08 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2005" 55 "Main_RecrDev_2005" 0.0223806 38 1 -5 5 0 0 "act" 0.144287 9.61882e-08 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2006" 56 "Main_RecrDev_2006" -0.0497 39 1 -5 5 0 0 "act" 0.130898 4.1128e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2007" 57 "Main_RecrDev_2007" -0.152737 40 1 -5 5 0 0 "act" 0.138019 -1.90256e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2008" 58 "Main_RecrDev_2008" -0.166999 41 1 -5 5 0 0 "act" 0.138157 -3.15814e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2009" 59 "Main_RecrDev_2009" -0.350827 42 1 -5 5 0 0 "act" 0.135676 -3.28971e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2010" 60 "Main_RecrDev_2010" -0.401529 43 1 -5 5 0 0 "act" 0.130875 6.55364e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2011" 61 "Main_RecrDev_2011" -0.390971 44 1 -5 5 0 0 "act" 0.124943 -1.54738e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2012" 62 "Main_RecrDev_2012" -0.254657 45 1 -5 5 0 0 "act" 0.127042 -5.66005e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2013" 63 "Main_RecrDev_2013" -0.124728 46 1 -5 5 0 0 "act" 0.112261 1.08091e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2014" 64 "Main_RecrDev_2014" -0.164049 47 1 -5 5 0 0 "act" 0.112481 -1.52178e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2015" 65 "Main_RecrDev_2015" -0.120937 48 1 -5 5 0 0 "act" 0.11395 -9.43212e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2016" 66 "Main_RecrDev_2016" -0.148758 49 1 -5 5 0 0 "act" 0.115941 5.59907e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2017" 67 "Main_RecrDev_2017" -0.0543574 50 1 -5 5 0 0 "act" 0.116662 -3.52637e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2018" 68 "Main_RecrDev_2018" -0.199299 51 1 -5 5 0 0 "act" 0.119071 7.01492e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2019" 69 "Main_RecrDev_2019" -0.0570746 52 1 -5 5 0 0 "act" 0.123181 -7.48663e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2020" 70 "Main_RecrDev_2020" 0.467795 53 1 -5 5 0 0 "act" 0.121729 -7.81778e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2021" 71 "Main_RecrDev_2021" 0.298382 54 1 -5 5 0 0 "act" 0.13839 4.87234e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Late_RecrDev_2022" 72 "Late_RecrDev_2022" 0.0558911 55 6 -5 5 0 0 "act" 0.187915 1.28251e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"ForeRecr_2023" 73 "ForeRecr_2023" 0 56 6 -5 5 0 0 "act" 0.2 0 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"InitF_seas_1_flt_2F02_LL.JP.2" 74 "InitF_seas_1_flt_2F02_LL.JP.2" 0.153 NA -1 0 5 0.153 0.153 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"InitF_seas_2_flt_2F02_LL.JP.2" 75 "InitF_seas_2_flt_2F02_LL.JP.2" 0.153 NA -1 0 5 0.153 0.153 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"InitF_seas_3_flt_2F02_LL.JP.2" 76 "InitF_seas_3_flt_2F02_LL.JP.2" 0.153 NA -1 0 5 0.153 0.153 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"InitF_seas_4_flt_2F02_LL.JP.2" 77 "InitF_seas_4_flt_2F02_LL.JP.2" 0.153 NA -1 0 5 0.153 0.153 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"LnQ_base_S01_INDEX.1-4(15)" 78 "LnQ_base_S01_INDEX.1-4(15)" -5.44532 NA -1 -25 25 13.1518 13.1518 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_peak_F01_LL.JP.1(1)" 79 "Size_DblN_peak_F01_LL.JP.1(1)" 175.466 57 2 45 325 100 100 "OK" 3.49385 3.63592e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_top_logit_F01_LL.JP.1(1)" 80 "Size_DblN_top_logit_F01_LL.JP.1(1)" -10 NA -3 -10 10 -10 -10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_ascend_se_F01_LL.JP.1(1)" 81 "Size_DblN_ascend_se_F01_LL.JP.1(1)" 7.25927 58 4 -10 10 0 0 "OK" 0.180959 -4.27771e-08 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_descend_se_F01_LL.JP.1(1)" 82 "Size_DblN_descend_se_F01_LL.JP.1(1)" 5.14734 59 5 -10 10 0 0 "OK" 0.548518 -5.01602e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_start_logit_F01_LL.JP.1(1)" 83 "Size_DblN_start_logit_F01_LL.JP.1(1)" -999 NA -4 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_end_logit_F01_LL.JP.1(1)" 84 "Size_DblN_end_logit_F01_LL.JP.1(1)" -1.00126 60 3 -999 9 0 0 "HI" 0.210984 6.08312e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_peak_F02_LL.JP.2(2)" 85 "Size_DblN_peak_F02_LL.JP.2(2)" 196.432 61 2 45 325 100 100 "OK" 2.32436 2.62214e-08 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_top_logit_F02_LL.JP.2(2)" 86 "Size_DblN_top_logit_F02_LL.JP.2(2)" 0.108229 62 3 -10 10 0 0 "OK" 65.5528 -2.15228e-08 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_ascend_se_F02_LL.JP.2(2)" 87 "Size_DblN_ascend_se_F02_LL.JP.2(2)" 6.93494 63 4 -10 10 0 0 "OK" 0.188445 1.0755e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_descend_se_F02_LL.JP.2(2)" 88 "Size_DblN_descend_se_F02_LL.JP.2(2)" 0.00147782 64 5 -10 10 0 0 "OK" 223.671 1.68066e-09 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_start_logit_F02_LL.JP.2(2)" 89 "Size_DblN_start_logit_F02_LL.JP.2(2)" -999 NA -4 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_end_logit_F02_LL.JP.2(2)" 90 "Size_DblN_end_logit_F02_LL.JP.2(2)" -999 NA -3 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_peak_F03_LL.JP.3(3)" 91 "Size_DblN_peak_F03_LL.JP.3(3)" 192.025 65 2 45 325 100 100 "OK" 4.70553 -4.85004e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_top_logit_F03_LL.JP.3(3)" 92 "Size_DblN_top_logit_F03_LL.JP.3(3)" -10 NA -3 -10 10 -10 -10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_ascend_se_F03_LL.JP.3(3)" 93 "Size_DblN_ascend_se_F03_LL.JP.3(3)" 6.14855 66 4 -10 10 0 0 "OK" 0.438264 -8.49535e-08 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_descend_se_F03_LL.JP.3(3)" 94 "Size_DblN_descend_se_F03_LL.JP.3(3)" 3.95241 67 5 -10 10 0 0 "OK" 1.59678 -9.81929e-08 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_start_logit_F03_LL.JP.3(3)" 95 "Size_DblN_start_logit_F03_LL.JP.3(3)" -999 NA -4 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
