"Num" "Label" "Value" "Active_Cnt" "Phase" "Min" "Max" "Init" "Used" "Status" "Parm_StDev" "Gradient" "Pr_type" "Prior" "Pr_SD" "Pr_Like" "Value_again" "Value-1.96*SD" "Value+1.96*SD" "V_1%" "V_10%" "V_20%" "V_30%" "V_40%" "V_50%" "V_60%" "V_70%" "V_80%" "V_90%" "V_99%" "P_val" "P_lowCI" "P_hiCI" "P_1%" "P_10%" "P_20%" "P_30%" "P_40%" "P_50%" "P_60%" "P_70%" "P_80%" "P_90%" "P_99%"
"SR_BH_steep" 15 "SR_BH_steep" 0.8 NA -2 0.2 0.99 0.8 0.8 NA NA NA "Normal" 0.8 1000 0 0.8 0.8 0.8 0.2079 0.279 0.358 0.437 0.516 0.595 0.674 0.753 0.832 0.911 0.9821 0 0 0 1.75291e-07 1.3572e-07 9.7682e-08 6.58845e-08 4.0328e-08 2.10125e-08 7.938e-09 1.1045e-09 5.12e-10 6.1605e-09 1.65802e-08
"SR_sigmaR" 16 "SR_sigmaR" 0.2 NA -4 0.05 1.9 0.2 0.2 NA NA NA "Normal" 0.2 1000 0 0.2 0.2 0.2 0.0685 0.235 0.42 0.605 0.79 0.975 1.16 1.345 1.53 1.715 1.8815 0 0 0 8.64613e-09 6.125e-10 2.42e-08 8.20125e-08 1.7405e-07 3.00312e-07 4.608e-07 6.55512e-07 8.8445e-07 1.14761e-06 1.41372e-06
"SR_regime" 17 "SR_regime" 0 NA -1 -4 4 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SR_autocorr" 18 "SR_autocorr" 0 NA -1 0 0 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_10" 19 "Early_InitAge_10" 0.0834787 2 2 -5 5 0 0 "act" 0.207112 2.20793e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_9" 20 "Early_InitAge_9" 0.0376128 3 2 -5 5 0 0 "act" 0.203535 -7.74305e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_8" 21 "Early_InitAge_8" 0.0565187 4 2 -5 5 0 0 "act" 0.20514 2.49912e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_7" 22 "Early_InitAge_7" 0.0862792 5 2 -5 5 0 0 "act" 0.207464 9.22516e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_6" 23 "Early_InitAge_6" 0.134488 6 2 -5 5 0 0 "act" 0.210842 1.03766e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_5" 24 "Early_InitAge_5" 0.21917 7 2 -5 5 0 0 "act" 0.216527 3.20647e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_4" 25 "Early_InitAge_4" 0.385078 8 2 -5 5 0 0 "act" 0.230147 1.43359e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_3" 26 "Early_InitAge_3" 0.66678 9 2 -5 5 0 0 "act" 0.205459 1.72813e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_2" 27 "Early_InitAge_2" 0.270326 10 2 -5 5 0 0 "act" 0.143049 -1.36667e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_1" 28 "Early_InitAge_1" 0.170447 11 2 -5 5 0 0 "act" 0.104843 -9.99733e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1979" 29 "Main_RecrDev_1979" 0.408149 12 1 -5 5 0 0 "act" 0.0843751 -6.48253e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1980" 30 "Main_RecrDev_1980" 0.369785 13 1 -5 5 0 0 "act" 0.0796453 4.16849e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1981" 31 "Main_RecrDev_1981" 0.0432172 14 1 -5 5 0 0 "act" 0.0843622 5.55323e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1982" 32 "Main_RecrDev_1982" -0.197224 15 1 -5 5 0 0 "act" 0.108168 2.06605e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1983" 33 "Main_RecrDev_1983" 0.105206 16 1 -5 5 0 0 "act" 0.0927489 1.53977e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1984" 34 "Main_RecrDev_1984" -0.863458 17 1 -5 5 0 0 "act" 0.118255 -1.28537e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1985" 35 "Main_RecrDev_1985" -0.348832 18 1 -5 5 0 0 "act" 0.0893695 -2.72141e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1986" 36 "Main_RecrDev_1986" -0.705515 19 1 -5 5 0 0 "act" 0.0957574 -6.3573e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1987" 37 "Main_RecrDev_1987" 0.464091 20 1 -5 5 0 0 "act" 0.0918899 3.59487e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1988" 38 "Main_RecrDev_1988" 1.01888 21 1 -5 5 0 0 "act" 0.0836131 -1.02907e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1989" 39 "Main_RecrDev_1989" 0.0295716 22 1 -5 5 0 0 "act" 0.124375 -7.99228e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1990" 40 "Main_RecrDev_1990" 0.282696 23 1 -5 5 0 0 "act" 0.11783 6.57715e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1991" 41 "Main_RecrDev_1991" 0.319993 24 1 -5 5 0 0 "act" 0.130446 1.65117e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1992" 42 "Main_RecrDev_1992" 0.772087 25 1 -5 5 0 0 "act" 0.117287 1.11195e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1993" 43 "Main_RecrDev_1993" 0.717922 26 1 -5 5 0 0 "act" 0.106911 -9.5069e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1994" 44 "Main_RecrDev_1994" 0.722296 27 1 -5 5 0 0 "act" 0.0968704 6.35483e-08 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1995" 45 "Main_RecrDev_1995" 0.250243 28 1 -5 5 0 0 "act" 0.129676 -1.13862e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1996" 46 "Main_RecrDev_1996" 2.32455 29 1 -5 5 0 0 "act" 0.0441082 -7.44044e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1997" 47 "Main_RecrDev_1997" 1.53831 30 1 -5 5 0 0 "act" 0.0453183 5.52235e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1998" 48 "Main_RecrDev_1998" 0.912411 31 1 -5 5 0 0 "act" 0.0417885 -5.30585e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1999" 49 "Main_RecrDev_1999" 0.482345 32 1 -5 5 0 0 "act" 0.0408118 3.57299e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2000" 50 "Main_RecrDev_2000" -0.597548 33 1 -5 5 0 0 "act" 0.0519884 9.56368e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2001" 51 "Main_RecrDev_2001" -0.564923 34 1 -5 5 0 0 "act" 0.0415825 2.61241e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2002" 52 "Main_RecrDev_2002" -0.851118 35 1 -5 5 0 0 "act" 0.0437007 8.7442e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2003" 53 "Main_RecrDev_2003" -1.6911 36 1 -5 5 0 0 "act" 0.059176 -6.22856e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2004" 54 "Main_RecrDev_2004" -0.242151 37 1 -5 5 0 0 "act" 0.0566852 1.69196e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2005" 55 "Main_RecrDev_2005" 0.0109667 38 1 -5 5 0 0 "act" 0.0536592 -5.27564e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2006" 56 "Main_RecrDev_2006" 0.255599 39 1 -5 5 0 0 "act" 0.0437379 -2.38264e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2007" 57 "Main_RecrDev_2007" -0.554252 40 1 -5 5 0 0 "act" 0.0528463 -4.09755e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2008" 58 "Main_RecrDev_2008" -0.360847 41 1 -5 5 0 0 "act" 0.0524616 4.61407e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2009" 59 "Main_RecrDev_2009" -0.531378 42 1 -5 5 0 0 "act" 0.0556427 3.69335e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2010" 60 "Main_RecrDev_2010" -0.37896 43 1 -5 5 0 0 "act" 0.0506346 1.12759e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2011" 61 "Main_RecrDev_2011" -0.341416 44 1 -5 5 0 0 "act" 0.048852 1.39473e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2012" 62 "Main_RecrDev_2012" -0.0740578 45 1 -5 5 0 0 "act" 0.0496982 1.44804e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2013" 63 "Main_RecrDev_2013" 0.743618 46 1 -5 5 0 0 "act" 0.039913 -5.40301e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2014" 64 "Main_RecrDev_2014" -0.1695 47 1 -5 5 0 0 "act" 0.0452659 -2.21364e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2015" 65 "Main_RecrDev_2015" -0.154217 48 1 -5 5 0 0 "act" 0.0420041 6.41045e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2016" 66 "Main_RecrDev_2016" -0.333936 49 1 -5 5 0 0 "act" 0.0450325 4.20851e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2017" 67 "Main_RecrDev_2017" -0.427083 50 1 -5 5 0 0 "act" 0.0449192 2.95926e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2018" 68 "Main_RecrDev_2018" -0.561011 51 1 -5 5 0 0 "act" 0.0451879 7.48107e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2019" 69 "Main_RecrDev_2019" -0.701137 52 1 -5 5 0 0 "act" 0.0483007 5.33088e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2020" 70 "Main_RecrDev_2020" -0.196063 53 1 -5 5 0 0 "act" 0.0478212 -7.84006e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2021" 71 "Main_RecrDev_2021" -0.926205 54 1 -5 5 0 0 "act" 0.0560375 -2.55127e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Late_RecrDev_2022" 72 "Late_RecrDev_2022" -2.06169 55 6 -5 5 0 0 "act" 0.0849206 5.73757e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"ForeRecr_2023" 73 "ForeRecr_2023" 0 56 6 -5 5 0 0 "act" 0.2 0 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"InitF_seas_1_flt_2F02_LL.JP.2" 74 "InitF_seas_1_flt_2F02_LL.JP.2" 0.063 NA -1 0 5 0.063 0.063 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"InitF_seas_2_flt_2F02_LL.JP.2" 75 "InitF_seas_2_flt_2F02_LL.JP.2" 0.063 NA -1 0 5 0.063 0.063 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"InitF_seas_3_flt_2F02_LL.JP.2" 76 "InitF_seas_3_flt_2F02_LL.JP.2" 0.063 NA -1 0 5 0.063 0.063 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"InitF_seas_4_flt_2F02_LL.JP.2" 77 "InitF_seas_4_flt_2F02_LL.JP.2" 0.063 NA -1 0 5 0.063 0.063 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"LnQ_base_S01_INDEX.1-4(15)" 78 "LnQ_base_S01_INDEX.1-4(15)" -6.95236 NA -1 -25 25 -7.68236 -7.68236 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_peak_F01_LL.JP.1(1)" 79 "Size_DblN_peak_F01_LL.JP.1(1)" 158.504 57 2 45 325 100 100 "OK" 1.08179 -4.07095e-05 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_top_logit_F01_LL.JP.1(1)" 80 "Size_DblN_top_logit_F01_LL.JP.1(1)" 0.689494 58 3 -7 7 0 0 "OK" 7.50349 5.7602e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_ascend_se_F01_LL.JP.1(1)" 81 "Size_DblN_ascend_se_F01_LL.JP.1(1)" 6.98185 59 4 -7 7 0 0 "HI" 0.0676059 1.16795e-06 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_descend_se_F01_LL.JP.1(1)" 82 "Size_DblN_descend_se_F01_LL.JP.1(1)" 0.00498761 60 5 -7 7 0 0 "OK" 156.658 1.06949e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_start_logit_F01_LL.JP.1(1)" 83 "Size_DblN_start_logit_F01_LL.JP.1(1)" -999 NA -4 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_end_logit_F01_LL.JP.1(1)" 84 "Size_DblN_end_logit_F01_LL.JP.1(1)" -999 NA -4 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_peak_F02_LL.JP.2(2)" 85 "Size_DblN_peak_F02_LL.JP.2(2)" 187.822 61 2 45 325 100 100 "OK" 0.476716 -7.99941e-05 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_top_logit_F02_LL.JP.2(2)" 86 "Size_DblN_top_logit_F02_LL.JP.2(2)" -6.99927 62 3 -7 7 0 0 "LO" 0.0263786 -3.39562e-06 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_ascend_se_F02_LL.JP.2(2)" 87 "Size_DblN_ascend_se_F02_LL.JP.2(2)" 5.46086 63 4 -7 7 0 0 "OK" 0.0772359 -5.34782e-06 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_descend_se_F02_LL.JP.2(2)" 88 "Size_DblN_descend_se_F02_LL.JP.2(2)" 6.1883 64 5 -7 7 0 0 "OK" 0.0501293 -2.45359e-05 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_start_logit_F02_LL.JP.2(2)" 89 "Size_DblN_start_logit_F02_LL.JP.2(2)" -999 NA -4 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_end_logit_F02_LL.JP.2(2)" 90 "Size_DblN_end_logit_F02_LL.JP.2(2)" -999 NA -4 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_peak_F03_LL.JP.3(3)" 91 "Size_DblN_peak_F03_LL.JP.3(3)" 183.808 65 2 45 325 100 100 "OK" 1.81207 -1.66367e-05 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_top_logit_F03_LL.JP.3(3)" 92 "Size_DblN_top_logit_F03_LL.JP.3(3)" 0.243135 66 3 -7 7 0 0 "OK" 32.9268 4.70371e-08 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_ascend_se_F03_LL.JP.3(3)" 93 "Size_DblN_ascend_se_F03_LL.JP.3(3)" 5.89464 67 4 -7 7 0 0 "OK" 0.208757 -1.02425e-06 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_descend_se_F03_LL.JP.3(3)" 94 "Size_DblN_descend_se_F03_LL.JP.3(3)" 0.000374763 68 5 -7 7 0 0 "OK" 156.616 -1.04359e-06 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_start_logit_F03_LL.JP.3(3)" 95 "Size_DblN_start_logit_F03_LL.JP.3(3)" -999 NA -4 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
