id,Fleet,Fleet_name,Used,Kind,Sex,Bin,Obs,Exp,Dev,effN,Nsamp_in,Nsamp_adj
21-CAAL-NZrecwtQtr,3,F03_LL.JP.3,yes,LEN,1,150,0.2619736733,0.07202307,0.1899506033,291.9237,235.0157,23.50157
21-CAAL-NZrecwtQtr,3,F03_LL.JP.3,yes,LEN,1,155,0.1016467435,0.12985785,-0.0282111065,322.348,246.6102,24.66102
21-CAAL-NZrecwtQtr,3,F03_LL.JP.3,yes,LEN,1,160,0.4021734015,0.2580106,0.1441628015,343.5971,279.0613,27.90613
21-CAAL-NZrecwtQtr,3,F03_LL.JP.3,yes,LEN,1,165,0.6382521629,0.4980497,0.1402024629,367.4464,285.37399,28.537399
21-CAAL-NZrecwtQtr,3,F03_LL.JP.3,yes,LEN,1,170,1.1300885506,1.0395903,0.0904982506000001,387.0038,291.19186,29.119186
21-CAAL-NZrecwtQtr,3,F03_LL.JP.3,yes,LEN,1,175,1.0708283504,1.5418349,-0.4710065496,395.50659,293.554,29.3554
21-CAAL-NZrecwtQtr,3,F03_LL.JP.3,yes,LEN,1,180,2.0293335107,2.8815202,-0.8521866893,416.18117,306.64002,30.664002
21-CAAL-NZrecwtQtr,3,F03_LL.JP.3,yes,LEN,1,185,2.6420956001,3.153751,-0.5116553999,422.69054,309.90665,30.990665
21-CAAL-NZrecwtQtr,3,F03_LL.JP.3,yes,LEN,1,190,3.2405472002,3.545636,-0.305088799800001,425.08787,313.42835,31.342835
21-CAAL-NZrecwtQtr,3,F03_LL.JP.3,yes,LEN,1,195,2.8063412403,3.010833,-0.204491759700001,425.08787,313.42835,31.342835
21-CAAL-NZrecwtQtr,3,F03_LL.JP.3,yes,LEN,1,200,2.3776542108,2.747585,-0.369930789199999,425.08787,313.42835,31.342835
21-CAAL-NZrecwtQtr,3,F03_LL.JP.3,yes,LEN,1,205,1.6340529807,1.9601063,-0.3260533193,419.21476,307.85817,30.785817
21-CAAL-NZrecwtQtr,3,F03_LL.JP.3,yes,LEN,1,120,0.0215308525,0.000430026,0.0211008265,125.6276,114.13841,11.413841
21-CAAL-NZrecwtQtr,3,F03_LL.JP.3,yes,LEN,1,125,0.0374469832,0.00064871,0.0367982732,141.2068,121.59494,12.159494
21-CAAL-NZrecwtQtr,3,F03_LL.JP.3,yes,LEN,1,130,0.0004986438,0.000927799,-0.0004291552,141.2068,121.59494,12.159494
21-CAAL-NZrecwtQtr,3,F03_LL.JP.3,yes,LEN,1,135,0.0077949227,0.00193376,0.0058611627,141.2068,121.59494,12.159494
21-CAAL-NZrecwtQtr,3,F03_LL.JP.3,yes,LEN,1,140,0.0778866021,0.00582893,0.0720576721,160.2979,127.41939,12.741939
21-CAAL-NZrecwtQtr,3,F03_LL.JP.3,yes,LEN,1,145,0.1213681231,0.02158211,0.0997860131,182.56249,146.52692,14.652692
21-CAAL-NZrecwtQtr,3,F03_LL.JP.3,yes,LEN,1,210,1.7057103708,1.1751636,0.5305467708,375.99006,281.00757,28.100757
21-CAAL-NZrecwtQtr,3,F03_LL.JP.3,yes,LEN,1,215,1.1277379622,0.5932475,0.5344904622,337.67245,267.92269,26.792269
21-CAAL-NZrecwtQtr,3,F03_LL.JP.3,yes,LEN,1,220,0.8523702404,0.2756808,0.5766894404,299.47337,229.50192,22.950192
21-CAAL-NZrecwtQtr,3,F03_LL.JP.3,yes,LEN,1,225,0.229254363,0.06093765,0.168316713,210.44103,163.74584,16.374584
21-CAAL-NZrecwtQtr,3,F03_LL.JP.3,yes,LEN,1,230,0.1896826004,0.01660689,0.1730757104,150.8755,134.71558,13.471558
21-CAAL-NZrecwtQtr,3,F03_LL.JP.3,yes,LEN,1,235,0.1025047606,0.004429334,0.0980754266,98.3921,109.73118,10.973118
21-CAAL-NZrecwtQtr,3,F03_LL.JP.3,yes,LEN,1,240,0.0590636904,0.001048289,0.0580154014,79.301,103.90673,10.390673
21-CAAL-NZrecwtQtr,3,F03_LL.JP.3,yes,LEN,1,245,0.0074715704,0.000305688,0.0071658824,63.7218,96.4502,9.64502
21-CAAL-NZrecwtQtr,3,F03_LL.JP.3,yes,LEN,1,250,0.0559987,0.000225122,0.055773578,63.7218,96.4502,9.64502
21-CAAL-NZrecwtQtr,3,F03_LL.JP.3,yes,LEN,1,80,0.0176889711,0.0001993626,0.0174896085,65.1161,60.3899,6.03899
21-CAAL-NZrecwtQtr,3,F03_LL.JP.3,yes,LEN,1,85,0.0001993621,0.0001993636,-1.49999999999651e-09,65.1161,60.3899,6.03899
21-CAAL-NZrecwtQtr,3,F03_LL.JP.3,yes,LEN,1,90,0.0001993621,0.0001993672,-5.10000000000441e-09,65.1161,60.3899,6.03899
21-CAAL-NZrecwtQtr,3,F03_LL.JP.3,yes,LEN,1,95,0.0001993621,0.0001993865,-2.43999999999993e-08,65.1161,60.3899,6.03899
21-CAAL-NZrecwtQtr,3,F03_LL.JP.3,yes,LEN,1,100,0.0001993621,0.0001994882,-1.26100000000012e-07,65.1161,60.3899,6.03899
